vocab,syn,morphs
차곡차곡,차곡차곡히; 차근차근,차곡차곡
차근차근,"차곡차곡, 차근차근히",차근차근
차단,막다; 막히다; 봉쇄/폐쇄/격절,차단
차라리,오히려; 오히려/도리어,차라리
차량,차,차량
차례,제사,차례
차림표,메뉴,차림표
차분하다,"얌전하다, 조용하다, 침착하다; 조용하다; 침착하다",차분
차분히,"얌전히, 조용히 , 침착히",차분히
차비,찻삯; 교통비,차비
차원,"레벨, 수준",차원
차이,차,차이
차차,"점점, 차츰, 점차, 차차로; 점점",차차
차츰,차차; 차차/점차/조금씩/점점/서서히,차츰
착각,혼동; 자만하다/2잘목 알다,착각
착실하다,성실하다,착실
착오,"실수, 잘못; 잘못/실수",착오
착용,"신다, 쓰다, 입다, 차다",착용
찬란하다,밝다; 업적이나 빛/태양,찬란
찬반,가부,찬반
찬성,동의,찬성
찬송가,찬송,찬송가
참가,"참석, 참여",참가
참가자,참가인,참가자
참견,"간여, 간섭, 관여",참견
참고,참조,참고
참맛,진미,참맛
참석,"참가, 참여",참석
참석자,참가자,참석자
참신하다,새롭다; 새롭다/기발,참신
참여,"참가, 참석",참여
참으로,"실로, 진실로, 참; 참",참으로
참을성,인내성,참을성
참조,참고,참조
참치,참다랑어,참치
창,창문; 창문,창
창가,창문가,창가
창백하다,하얗다,창백
창업,개업,창업
창의력,창조력,창의력
창작,창조,창작
창조,창작,창조
창피,"부끄러움, 수치",창피
찾아내다,알아내다,찾아내
찾아들다,생겨나다,찾아들
채,"미처, 아직",채
채용,"고용, 기용, 등용",채용
채우다,잠그다; 잠그다; 단추를/2쇠를,채우
채택,선택; 채용하다/힐책하다/구책하다/받아들다/도입하다,채택
책자,책,책자
챔피언,우승자,챔피언
처가,처갓집; 놓이다; 아내; 놓이다/임하다/2처벌하다/선고하다,처
처녀,처자,처녀
처량하다,"불쌍하다, 쓸쓸하다; 비참하다",처량
처리,"취급, 해결",처리
처방전,처방서,처방전
처벌,"벌, 형벌; 벌/응징/책벌/주벌/형벌",처벌
처지,"경우, 사정, 상황, 신세, 형편; 늘어지다; 사정/상황/환경",처지
처참하다,"비참하다, 처절하다, 참혹하다",처참
처치,"조치, 처리",처치
척추,등뼈,척추
천,"옷감, 헝겊; 생득적, 생득적, 선천적, 선천적",천
천둥,우레,천둥
천생연분,"천생배필 , 천생연인",천생연분
천재,영재,천재
천주교,가톨릭교,천주교
천차만별,십인십색,천차만별
천하다,미천하다,천하
철,계절; 쇠; 계절,철
철거,헐다,철거
철도,"레일, 철길, 철로",철도
철수,돌아가다; 물러나다/손떼다/취하하다/인출하다/기권하다/탈퇴하다,철수
철저,"완벽, 투철, 철두철미; 투철하다/철두철미하다/새부적이다/빈틈없다",철저
철저히,완벽히,철저히
철학,"사상, 이념; 사변적, 사변적",철학
첨가,"부가, 더하다; 추가되다",첨가
첨단,선구,첨단
첨부,덧붙이다,첨부
청구,요청; 요구하다/신청하다/청하다,청구
청색,파란색; 파란색,청색
청중,관객; 관객/청문/입장객/방청객,청중
청춘,청춘기,청춘
청하다,"부탁하다, 요청하다; 구하다/요청하다/부탁하다",청
청혼,구혼,청혼
체감,느끼다,체감
체격,"몸, 신체",체격
체계,시스템; 체제/제도,체계
체념,"단념, 절망",체념
체류,체재; 머무르다/계속 있다,체류
체면,체모; 낯/면목,체면
체벌,기합,체벌
체육,운동,체육
체제,체재,체제
체중,몸무게,체중
체크,"검사, 확인; 검사",체크
체포,잡다,체포
체하다,얹히다,체하
체험,경험,체험
초,양초; 식초,초
초가집,초가,초가집
초과,"이상, 넘다, 지나치다",초과
초라하다,"궁상맞다, 볼품없다, 추레하다, 보잘것없다; 볼품없다/추레하다/보잘것없다/누추하다/허름하다/남루하다",초라
초래,"가져오다, 불러오다; 야기하다/처하게 하다",초래
초록,초록색,초록
초면,생면부지,초면
초상,"장사, 장례",초상
초순,상순,초순
초원,풀밭,초원
초월,넘다,초월
초인종,벨,초인종
초점,"중심, 중점, 핀트",초점
초조,"안절부절못하다, 조마조마하다; 조급하다/성급하다/성마르다/조하다",초조
초창기,초기,초창기
초청,"초대, 초빙",초청
초청장,초대장; 초대장,초청장
촉각,촉감,촉각
총,"총포; 도합, 전부",총
총리,국무총리,총리
촬영,찍다; 찍다,촬영
최고조,"절정, 정점, 클라이맥스",최
최대,최다,최대
최소,최소; 최소화,최소
최후,마지막,최후
추가,"별도, 더하다, 보태다",추가
추격,뒤쫓다,추격
추구,좇다,추구
추락,떨어지다; 떨어지다,추락
추리다,"가려내다, 간추리다, 골라내다, 정리하다; 가려내다/골라내다/뽑다",추리다
추모,추념; 기념하다/추도하다/추억하다,추모
추상적∙추상적,"관념적, 관념적",추상
추세,"경향, 흐름; 경향/흐름/유행/동향",추세
추수,가을걷이,추수
추신,피에스,추신
추이,움직임,추이
추적,뒤쫓다,추적
추정,"어림짐작, 추측",추정
추진,진행; 진행하다/촉진하,추진
추천,소개,추천
추천서,추천장,추천서
추첨,뽑다,추첨
추측,짐작,추측
축복,복,축복
축산업,축산,축산업
축소,줄이다,축소
축제,페스티벌,축제
축축하다,눅눅하다,축축
출간,출판; 나오다,출간
출범,"시작, 출발, 출항",출범
출산,해산,출산
출생,"탄생, 태어나다; 태어나다",출생
출세,"성공, 입신양명",출세
출연,나오다,출연
출입구,문,출입구
출전,나가다,출전
출제,내다; 내다,출제
출출하다,"배고프다, 시장하다",출출
출판,"간행, 출간; 상재/발행/게재",출판
출품,내다,출품
출현,등장,출현
충격,쇼크; 질겁/총돌,충격
충고,조언,충고
충돌,"맞서다, 부딪히다",충돌
충실,"내실, 실하다",충실
충족,"만족, 충분; 부응하다/채우다",충족
취급,처리; 다루다; 다루다/2판매하다,취급
취득,습득; 입수하다/획득하다/습득하다,취득
취사,밥하다,취사
취약,약하다,취약
취업,취직; 취직,취업
취지,"목적, 의도; 의도/목적/목표",취지
취학,입학,취학
측면,옆면; 면; 방면/면모/옆,측면
측정,"측량, 재다",측정
치다,"긋다; 넣다, 뿌리다; 인정하다; 보다",치
치료법,요법,치료법
치르다,"내다, 지불하다",치르
치매,노망,치매
치밀다,"치솟다, 올라오다; 복받치다, 치솟다, 올라오다; 상세하다, 섬세하다, 세밀하다; 세밀하다/정교하다/요밀하다",치밀
치솟다,솟구치다; 솟구치다,치솟
치수,사이즈; 사이즈,치수
치아,이,치아
치욕,"모욕, 수치",치욕
치우다,"옮기다; 정리하다, 청소하다",치우
치우치다,"기울다, 기울어지다, 쏠리다; 기울다/쏠리다",치우치
치유,치료; 치료,치유
치켜들다,치들다; 쳐들다/들다/들어올리다,치켜들
친,생,친
친교,교제,친교
친근감,친밀감,친근감
친근하다,"친하다, 친밀하다, 친숙하다",친근
친밀,"친숙, 친하다",친밀
친밀감,친근감,친밀감
친분,안면,친분
친숙하다,"친하다, 친근하다",친숙
친아버지,"친부, 생부",친아버지
친어머니,"생모, 친모",친어머니
친정,친정집,친정
친족,친척; 친척,친족
친지,친척,친지
칠하다,"도포하다, 바르다, 색칠하다; 일곱일곱; 일흔일흔",칠
침,타액,침
침략,"내침, 침범, 침입, 쳐들어가다, 쳐들어오다",침략
침묵,"묵묵하다, 조용하다",침묵
침범,"침략, 침입, 침해, 넘어가다, 넘어오다",침범
침수,잠기다,침수
침입,"내침, 침략, 침범, 쳐들어가다, 쳐들어오다",침입
침착,차분하다; 차분하다,침착
침체,정체; 경기 후퇴/불황/불경기,침체
침체기,정체기,침체기
침해,"유린, 침범; 침범하다/유린하다",침해
칭하다,"부르다, 일컫다; 부르다",칭하
칼로리칼로리,열량,칼로리
캄캄하다,"어둡다, 컴컴하다",캄캄
캐다,채취하다,캐
캐묻다,"심문하다, 질문하다",캐묻
캠페인,운동,캠페인
캠프,야영,캠프
커다랗다,크다,커다랗
커트,"단발, 자르다",커트
컨디션,상태,컨디션
코너,"구석, 모퉁이",코너
코미디,희극,코미디
코치,지도; 지도자,코치
코트,"경기장, 운동장",코트
콘도,콘도미니엄,콘
콤플렉스,열등감,콤플렉스
콧등,콧마루,콧등
쾌락,"기쁨, 즐거움",쾌락
쾌적하다,상쾌하다,쾌적
쾌활하다,"명랑하다, 유쾌하다, 활발하다; 유쾌하다/명랑하다/흥겹다",쾌활
퀴즈,"문제, 질문",퀴즈
큰길,"대로, 신작로; 맏아들; 백모",큰
큰딸,맏딸,큰딸
큰소리치다,소리치다,큰소리치
큰아버지,백부,큰아버지
큰일,대사,큰일
클래식,고전 음악,클래식
큼직하다,크다,큼직
키,열쇠; 열쇠,키
키스,입맞춤,키스
탈,"가면, 마스크; 변고; 가면극, 가면무",탈
타격,"손실, 손해, 충격, 피해; 치기/일격/강타/손실/배팅",타격
타다,"받다, 얻다; 느끼다; 남",타
타당하다,"마땅하다, 적합하다, 합당하다; 알맞다/적절하다/온당하다",타당
타이르다,이르다; 달래다/설득하다,타이르
타인,타자,타인
타협,"협의, 협상; 협상/협의/절충",타협
탁월하다,"뛰어나다, 출중하다; 우수하다/뛰어나다/훌륭하다/용하다",탁월
탁자,테이블; 테이블,탁자
탁하다,부옇다; 뿌옇다/혼탁하다,탁하
탄생,"출생, 태어나다; 생기다",탄생
탄식,"개탄, 비탄, 한숨, 한탄",탄식
탄압,억압,탄압
탈락,"낙선, 낙제, 떨어지다; 떨어지다; 퇴회",탈락
탈출,"도망, 도주, 달아나다, 벗어나다; 탈주하다/도망하다/도피하다/피신하다",탈출
탈퇴,"나가다, 나오다, 빠지다",탈퇴
탐구,연구,탐구
탐색,"수색, 찾다",탐색
탐험,"탐사, 조사",탐험
탑,타워,탑
탑승,"오르다, 타다",탑승
탓,"까닭, 때문, 원인, 원망하다; 책망하다/원망하다/가책하다",탓
태양,해; 해해,태양
태양열,햇볕,태양열
태우다,그을리다,태우
택하다,"고르다, 선택하다",택하
탤런트,연기자,탤런트
터,"기초, 땅, 자리, 장소",터
터놓다,개방하다; 열다,터놓
터득,"깨닫다, 얻다; 파악하다/이해하다/알아듣다",터득
터뜨리다,터트리다; 터트리다; 터트리다,터뜨리
터무니없다,"얼토당토않다, 허무맹랑하다",터무니없
터전,"기반, 자리; 근거/기초/기반",터전
터지다,폭발하다; 통터지다/격발하다/푹발하다,터지
터트리다,터뜨리다,터트리
털어놓다,"말하다, 실토하다",털어놓
털털하다,수수하다,털털
테두리,"둘레, 윤곽",테두리
테스트,"검사, 시험; 시험",테스트
토,토요일; 토요일,토
토대,"기초, 밑바탕; 밑바탕/터전/기초",토대
토론,"논의, 토의",토론
토막,,토막
토양,흙,토양
토의,"논의, 토론",토의
토지,"땅, 터",토지
토하다,게우다,토하
통풍,통기,통풍
통,"도무지, 전혀; 부정문/전혀/도무지/싹/전부/완전히",통
통과,"지나다; 패스, 합격",통과
통념,통설; 속회/통설,통념
통로,통행로,통로
통보,"통지, 보고, 연락, 알리다; 알리다/통지하다/공지하다/신고하다",통보
통상,무역; 보통보통,통상
통속,"세속, 세습",통속
통역,번역,통역
통용,상용,통용
통제,"단속, 막다; 지배하다/억제하다",통제
통조림,캔,통조림
통째,통짜,통째
통치,"정치, 지배",통치
통통하다,포동포동하다,통통
통하다,"맞다, 연결되다, 이어지다; 상통하다; 지나다",통하
통행,"왕래, 지나다니다",통행
통화,화폐,통화
퇴임,퇴직,퇴임
퇴장,물러나다,퇴장
퇴직,퇴임,퇴직
퇴진,물러나다,퇴진
투고,기고,투고
투덜거리다,투덜투덜하다,투덜거리
투입,넣다; 넣다/끼우다/삽입하다/2배치하다,투입
투자자,투자가,투자자
투쟁,싸움,투쟁
투정,"불평, 탓, 떼쓰다, 조르다; 격분/불평/성냄",투정
투철하다,철저하다,투철
툭,톡; 걸핏하면,툭
툭툭,톡톡,툭툭
퉁퉁,퉁퉁히,퉁퉁
튀다,뛰어오르다,튀
트다,발아하다; 열다,트
트이다,"뚫리다, 열리다",트이
특별,특단,특별
특산물,명물,특산물
특색,특징; 특징/특성/특별,특색
특성,특이성,특성
특수,특이; 특이성; 특별하다,특수
특유,"고유, 특별; 고유/특",특유
특이,특수; 남다르다/이상하다/유별하다/고유하다,특이
특질,"개성, 성질, 특성, 특징",특질
특징,특색,특징
특허,특허권,특허
틀,구조; 켜다,틀
틀림없다,"영락없다, 적확하다; 분명하다",틀림없
틀림없이,"영락없이, 적확히",틀림없이
틀어박히다,들어박히다,틀어박히
틈틈,틈새; 겨를,틈
틈새,틈; 틈/간격/균열/흠,틈새
티,"기색, 태도; 티셔츠",티
티격태격하다,"싸우다, 옥신각신하다",티격태격
티끌,분진,티끌
팀원,조원,팀원
팀장,조장,팀장
파,"갈래, 계통, 그룹, 분파",파
파견,파송; 출장; 보내다/급파하다/파출하다,파견
파고들다,스며들다,파고들
파괴,부수다; 무너뜨리다,파괴
파급,"영향, 전파; 영향/전이/전파/확산",파급
파내다,"꺼내다, 캐내다",파내
파란만장,우여곡절,파란만장
파멸,"멸망, 파괴, 망하다",파멸
파문,영향,파문
파묻다,"매몰하다; 숨기다, 감추다",파묻
파악,이해; 이해하다/해득하다/효득하다,파악
파업,스트라이크,파업
파이프,관,파이프
파일,서류철,파일
파트너,짝; 짝,파트너
파하다,"끝내다, 마치다",파하
파헤치다,"드러내다, 들추다; 캐내다/파다",파헤치
판,판,판
판결,심판,판결
판단,판정; 심판/판결/판정/판별,판단
판매,발매; 팔다,판매
판매원,"세일즈맨, 외판원, 점원",판매원
판명,"판별, 밝히다",판명
판이하다,"다르다, 상이하다",판이
판정,"결정, 판단, 심판; 판단/심판/판결/판별",판정
팔방미인,재주꾼,팔방미인
팔자,"사주, 운수",팔자
패패,지다,패패
패,"떼; 구타하다, 때리다; 지다, 패배하다",패
패기,"야망, 야심; 포부/야심애밍애욕/욕망",패기
패배,패전; 지다,패배
